,Headline,Date,Provider
2599,"Saudi determined to end oil glut, sees smooth exit for OPEC pact By Reuters",2017-10-24,UK Investing
2600,Saudi energy minister says hopes to balance oil market before next year By Reuters,2019-06-15,UK Investing
2601,Saudi energy minister: oil producers have consensus on cooperating after 2018 By Reuters,2018-01-21,UK Investing
2602,"Saudi, Kuwait, UAE to sign $10 billion Bahrain aid deal - Kuwait newspaper By Reuters",2018-10-04,UK Investing
2603,Saudi remarks on oil surge test prospects for output freeze By Reuters,2016-04-16,UK Investing
2604,"Saudi Arabia, Russia seek 1.5 million bpd OPEC, non-OPEC output increase - Ecuador By Reuters",2018-06-18,UK Investing
2605,OPEC set for no deal as Iran rejects Saudi oil output offer By Reuters,2016-09-27,UK Investing
2606,"Russia, Saudi Arabia ready for more work to cut global oil inventory By Reuters",2017-11-04,UK Investing
2607,"Saudis, Kuwait, U.A.E. Are Said to Plan Saturday Meeting on OPEC By Bloomberg",2018-05-29,UK Investing
2608,Saudis Offer Extra Oil in Asia as OPEC Leader Pumps More By Bloomberg,2018-07-16,UK Investing
2609,Saudis offer oil cut for OPEC deal if Iran freezes output - sources By Reuters,2016-09-23,UK Investing
2610,OPEC reaches first deal to cut oil output since 2008 - sources By Reuters,2016-09-28,UK Investing
2611,Savannah Petroleum considers sell-down in Niger before first oil By Reuters,2018-04-30,UK Investing
2612,Shell agrees $80 million sale of remaining Danish downstream business By Reuters,2016-09-15,UK Investing
2613,Shell considering selling its Iraq oil assets - sources By Reuters,2016-11-28,UK Investing
2614,Shell Gabon operations normal after agreement to end strike action By Reuters,2017-01-23,UK Investing
2615,Shell hands over Iraq's Majnoon oilfield - Iraqi oil officials By Reuters,2018-06-27,UK Investing
2616,Royal Dutch Shell pulls plug on Arctic exploration By Reuters,2015-09-28,UK Investing
2617,Shell cancels sale of Thai gas field stakes to Kuwait's KUFPEC By Reuters,2017-10-04,UK Investing
2618,Shell sells 40 percent of Colombian offshore blocs to Noble Energy By Reuters,2019-03-26,UK Investing
2619,Shell offloads its New Zealand assets to Austria's OMV By Reuters,2018-03-15,UK Investing
2620,Shell shuts down Norway's Knarr oil and gas field due to strike By Reuters,2018-07-10,UK Investing
2621,Shell signs three-year contract to lease oil tanks in Panama - sources By Reuters,2017-03-22,UK Investing
2622,Shell starts exploratory drilling for oil and gas off Bulgarian coast By Reuters,2019-03-26,UK Investing
2623,Shell studies green energy deals to prepare for future after oil By Reuters,2016-11-30,UK Investing
2624,"Shell suspends some ops, reduces staff at eastern Gulf of Mexico assets By Reuters",2017-09-08,UK Investing
2625,Shell targets lower methane emissions from oil and gas operations By Reuters,2018-09-17,UK Investing
2626,Shell to hand over Iraq's Majnoon oilfield by end June 2018 – Iraqi oil officials By Reuters,2017-11-08,UK Investing
2627,Shell wins tender to sell Nigerian crude cargo to Argentina - traders By Reuters,2016-07-11,UK Investing
2628,Shipping Resumes in Houston Channel Fouled by Chemical Spill By Bloomberg,2019-03-25,UK Investing
2629,Sierra Leone to auction multi-million dollar diamond to benefit poor By Reuters,2017-10-23,UK Investing
2630,Some oil companies in Venezuela pull expats as unrest escalates -sources By Reuters,2017-04-25,UK Investing
2631,Sonangol's dos Santos says new Angola president backs oil firm's reforms By Reuters,2017-10-18,UK Investing
2632,South Korea asks U.S. for 'maximum flexibility' on Iran sanctions waiver By Reuters,2018-10-30,UK Investing
2633,"Spain to propose ban on sale of petrol, diesel cars from 2040 By Reuters",2018-11-13,UK Investing
2634,Special Report - How Iraq's agricultural heartland is dying of thirst By Reuters,2018-07-25,UK Investing
2635,"Special Report - In blocking arms to Yemen, Saudi Arabia squeezes a starving population By Reuters",2017-10-11,UK Investing
2636,"Special Report - In Mosul's fall, informers played vital role against Islamic State By Reuters",2017-10-05,UK Investing
2637,Special Report - Refiner Valero's secret campaign against U.S. biofuels mandates By Reuters,2017-08-21,UK Investing
2638,"Standard Chartered, HSBC issue $500 million letter of credit to Ghana By Reuters",2016-10-04,UK Investing
2639,Stronger dollar slams metals to multi-year lows By Investing.com,2015-11-23,UK Investing
2640,"Stumbling dollar, Nigeria sabotage push Brent to $50/bbl By Reuters",2016-06-06,UK Investing
2641,Swiss court - Czechs can seek return of funds in MUS coal mine privatisation By Reuters,2017-12-29,UK Investing
2642,Texas Oil Production Falls for the First Time in a Year By Bloomberg,2019-03-29,UK Investing
2643,The latest oil bet: from too much to too little By Reuters,2016-06-09,UK Investing
2644,May raises case of detained aid worker with Iran's Rouhani By Reuters,2016-08-10,UK Investing
2645,Top banks' commodities revenue up 6% in first quarter - report By Reuters,2019-05-30,UK Investing
2646,Top German conservative hints at slower coal phase-out in nod to party right By Reuters,2019-02-02,UK Investing
2647,Total CEO says refining sector must shrink By Reuters,2016-02-11,UK Investing
2648,Occidental tweaks $38 billion Anadarko bid to remove shareholder vote By Reuters,2019-05-06,UK Investing
2649,Total keeps biorefinery launch on track despite farmer blockade threat By Reuters,2018-06-01,UK Investing
2650,Total says happy to be first Western oil firm to do Iran deal - CNN Money By Reuters,2016-11-07,UK Investing
2651,Total signs deal to extend TFT gas field license in Algeria By Reuters,2018-06-11,UK Investing
2652,Trading houses caught in crossfire of Russian oil contamination By Reuters,2019-05-08,UK Investing
2653,"Transneft, Russian firms agree tainted oil compensation formula - Kommersant By Reuters",2019-05-30,UK Investing
2654,Trump administration preparing list of possible biofuels tweaks - sources By Reuters,2018-03-19,UK Investing
2655,"Trump administration tightens Iran sanctions, Tehran hits back By Reuters",2017-02-03,UK Investing
2656,Trump 'energy dominance' policy pits Washington against Moscow By Reuters,2018-02-09,UK Investing
2657,Trump says Speaker Pelosi wants two weeks to learn U.S.-Mexico-Canada trade deal By Reuters,2019-05-23,UK Investing
2658,Trump Threat to Ax `Insane' Iran Deal Is Scaring Oil Traders By Bloomberg,2018-04-27,UK Investing
2659,Trump threatens more tariffs on Mexico over part of immigration deal By Reuters,2019-06-10,UK Investing
2660,Trump wades deeper into biofuel debate with second meeting By Reuters,2018-03-01,UK Investing
2661,Trump's Next Big Idea to Save Coal Is Miniature Power Plants By Bloomberg,2018-03-15,UK Investing
2662,Trump's sanctions hit OPEC oil output despite Saudi boost - survey By Reuters,2019-05-30,UK Investing
2663,"Tullow launches oil, gas exploration in Zambia By Reuters",2017-08-11,UK Investing
2664,Tullow Oil plans to drill first Guyana well in third quarter of 2019 By Reuters,2018-09-05,UK Investing
2665,"Tullow Oil lifts outlook on higher crude prices, output By Reuters",2017-11-08,UK Investing
2666,"Tullow ups 2018 output forecast, provisions for Seadrill claim By Reuters",2018-06-28,UK Investing
2667,Turkey building 'strong mechanism' with Russia on Syria - foreign minister By Reuters,2016-08-10,UK Investing
2668,Turkey has stopped purchasing Iranian oil as of May - Turkish official By Reuters,2019-05-22,UK Investing
2669,Turkey says expects first unit of Akkuyu nuclear power plant online by end-2023 By Reuters,2016-11-08,UK Investing
2670,UAE's Brooge Petroleum aims for London listing before year end- sources By Reuters,2018-09-04,UK Investing
2671,Uganda close to deal on new airport credit of up to 325 million euro By Reuters,2017-06-08,UK Investing
2672,"Osborne unveils pension reform, pledges no pre-election budget giveaways By Reuters",2015-03-15,UK Investing
2673,UK export agency signs first loan deal in Africa for Ghana energy project By Reuters,2017-01-16,UK Investing
2674,UK minister visits Iran; Tehran wants Europe to act on nuclear deal By Reuters,2018-09-01,UK Investing
2675,"Three injured by steam at British nuclear plant, operator says no public risk By Reuters",2018-11-20,UK Investing
2676,"UK oil, gas output to rise for first time in 15 years By Reuters",2015-09-08,UK Investing
2677,UK regulator seeks to spur North Sea oil firms into working harder By Reuters,2016-10-25,UK Investing
2678,UK says Argentine plan to seize Falklands oil driller assets 'unlawful'   By Reuters,2015-06-29,UK Investing
2679,"UK still wants Aramco listing in London, will continue lobbying - minister By Reuters",2018-03-07,UK Investing
2680,Ukraine takes Armenia and Kyrgyzstan to WTO over steel pipe duties By Reuters,2018-10-22,UK Investing
2681,UK's Ofgem bans Economy Energy from taking on new customers By Reuters,2019-01-04,UK Investing
2682,UN aviation agency may include fossil fuels in emissions deal - sources By Reuters,2018-06-15,UK Investing
2683,Union workers to extend strike at Shell's Pernis refinery: spokesman By Reuters,2019-04-16,UK Investing
2684,U.S. allows eight importers to keep buying Iran oil for now By Reuters,2018-11-04,UK Investing
2685,U.S. Crude Oil Inventories Fell by 3.9M Barrels Last Week: EIA By Investing.com,2019-03-13,UK Investing
2686,"U.S. grants Iraq 45-day waiver over Iran sanctions to import gas, electricity -U.S. Embassy By Reuters",2018-11-10,UK Investing
2687,U.S. Iran Sanctions Envoy Makes Rare Foray Onto OPEC’s Home Turf By Bloomberg,2018-12-05,UK Investing
2688,U.S. oil drillers make biggest rig cuts in over three months - Baker Hughes By Reuters,2019-04-26,UK Investing
2689,U.S. Oil Is Flowing Freely to China Again After Slowing to Trickle By Bloomberg,2019-04-23,UK Investing
2690,U.S. soybean cargo docks in Chinese port after weeks at anchor amid trade row By Reuters,2018-08-12,UK Investing
2691,USTR sees progress in talks on North American trade deal vote - senators By Reuters,2019-05-22,UK Investing
2692,"Uzbekistan to attend OPEC, non-OPEC meeting on November 30, Saudi's Falih says By Reuters",2017-11-05,UK Investing
2693,"Venezuela, Iran seeking consensus to stabilise oil markets By Reuters",2016-08-28,UK Investing
2694,"Venezuela brings Zerpa, sanctioned by U.S., back to PDVSA By Reuters",2018-05-06,UK Investing
2695,Venezuela expects non-OPEC nations like Russia to join in output cuts By Reuters,2016-09-30,UK Investing
2696,"Venezuela falls behind on oil-for-loan deals with China, Russia By Reuters",2017-02-09,UK Investing
2697,"Venezuela government aims to sink Maduro recall, opposition protests By Reuters",2016-07-27,UK Investing
2698,Venezuela minister to visit oil-producing nations in effort on oil prices By Reuters,2016-08-12,UK Investing
2699,Venezuela officials seek meeting with Bank of England over gold repatriation - sources By Reuters,2018-12-06,UK Investing
2700,Venezuela settles $1.2 billion creditor claim to protect Citgo By Reuters,2018-11-26,UK Investing
2701,Venezuela to use Non-Aligned summit to push oil consensus By Reuters,2016-09-16,UK Investing
2702,Venezuela will circulate new proposal next week to support oil prices By Reuters,2017-01-15,UK Investing
2703,"Venezuelan PDVSA's oil exports steady in April, flow to Cuba continues -data By Reuters",2019-05-02,UK Investing
2704,Venezuela's Maduro urges discipline within oil output cut deal By Reuters,2017-10-04,UK Investing
2705,Venezuela's Smallest Coin Will Fill 100 SUV Tanks With Gasoline By Bloomberg,2018-07-27,UK Investing
2706,"Oil prices stabilise on strong German data, but slowing Asia still weighs By Reuters",2015-09-08,UK Investing
2707,"Oil down 3 percent after surprise U.S. crude, gasoline builds By Reuters",2016-07-27,UK Investing
2708,Oil set for biggest weekly loss since January By Reuters,2016-11-04,UK Investing
2709,West hopes for Iran concessions in nuclear talks By Reuters,2015-03-15,UK Investing
2710,Syrian opposition negotiator quits after peace talks' failure By Reuters,2016-05-30,UK Investing
2711,"Without Saudi support, talk of OPEC emergency meeting is just noise By Reuters",2015-08-25,UK Investing
2712,World's oil bosses eyeing more pain try to look past 2016 By Reuters,2016-02-24,UK Investing
2713,World Bank calls on Botswana to make large mining contracts public By Reuters,2017-05-04,UK Investing
2714,World needs new offshore oil investments to avoid shortages - Hess By Reuters,2017-09-28,UK Investing
2715,World Trade Organisation head says members willing to engage with Iran By Reuters,2016-03-17,UK Investing
2716,"WTI, Brent oil futures diverge in choppy session By Investing.com",2015-09-08,UK Investing
2717,WTI oil futures crash below $44 after bearish Genscape data By Investing.com,2015-11-09,UK Investing
2718,WTI oil futures decline in Memorial Day trade By Investing.com,2015-05-25,UK Investing
2719,WTI oil futures drop below $48 on supply glut concerns By Investing.com,2015-07-27,UK Investing
2720,"WTI oil futures edge higher on falling rig count, China stimulus By Investing.com",2015-04-20,UK Investing
2721,WTI oil futures fall to 8-day low ahead of API weekly supply report By Investing.com,2015-10-14,UK Investing
2722,WTI oil futures fall to fresh 3-month low on supply outlook By Investing.com,2015-07-20,UK Investing
2723,WTI oil futures inch higher but remain below $50 By Investing.com,2015-07-23,UK Investing
2724,WTI oil futures inch lower ahead of weekly supply data By Investing.com,2015-07-15,UK Investing
2725,WTI oil futures rally above $54 ahead of weekly inventory data By Investing.com,2015-04-15,UK Investing
2726,WTI oil futures rally to 4-month high after bullish supply data By Investing.com,2015-04-15,UK Investing
2727,WTI oil futures rebound after tumbling on supply data By Investing.com,2015-09-24,UK Investing
2728,WTI oil futures reclaim $40-level amid global stocks rally By Investing.com,2015-08-27,UK Investing
2729,WTI oil futures sink to 3-month low ahead of weekly supply data By Investing.com,2015-07-22,UK Investing
2730,WTI oil futures slip ahead of inventory data By Investing.com,2015-09-30,UK Investing
2731,WTI oil futures stabilize below $50 with supplies in focus By Investing.com,2015-07-23,UK Investing
2732,WTI oil futures surge past $46 after massive crude inventory draw By Investing.com,2017-07-06,UK Investing
2733,WTI oil futures trade below $52 ahead of weekly supply data By Investing.com,2015-07-08,UK Investing
2734,WTI oil sinks below $37 for first time since 2009 By Investing.com,2015-12-08,UK Investing
2735,"Yemen army pushes al Qaeda fighters from two cities, about 40 dead By Reuters",2016-08-14,UK Investing
2736,"Yemen army pushes al Qaeda fighters from two cities, about 40 dead By Reuters",2016-08-14,UK Investing
2737,"Yen surges again, hitting stocks and dollar By Reuters",2016-04-29,UK Investing
2738,"YPF, Shell sign deal for Vaca Muerta pilot project -YPF By Reuters",2017-02-24,UK Investing
2739,1Spatial Awarded Major Ministry Of Defence Aeronautical Contract By Business Wire,2014-07-22,UK Investing
2740,AFC Energy Signs Landmark Agreement for Stationary Fuel Cell Systems in South Korea By Business Wire,2014-07-17,UK Investing
2741,Barclays and OFI Global Asset Management announces the following changes to the Barclays OFI SteelPath Midstream MLP Index By Business Wire,2014-07-18,UK Investing
2742,Barclays Bank PLC announces no changes to the Atlantic Trust Select MLP Index By Business Wire,2014-07-11,UK Investing
2743,Barclays Bank PLC Launches the Barclays Inverse US Treasury Composite ETNs By Business Wire,2014-07-15,UK Investing
2744,Brand New Raspberry Pi Board Adds Connectivity and Power Features to Enable Bigger and Better Projects By Business Wire,2014-07-14,UK Investing
2745,Colt named a Leader in Gartner’s Magic Quadrant for Cloud-Enabled European Managed Hosting By Business Wire,2014-07-15,UK Investing
2746,Hill+Knowlton Strategies Canada Recognized with Canada Order of Excellence for Quality By Business Wire,2014-07-10,UK Investing
2747,INV_REVISION CORRECTING and REPLACING UK Home Secretary Opens New iomart Customer Defined Data Centre By Business Wire,2014-06-09,UK Investing
2748,Monitise announces acquisition of Markco Media businesses By Business Wire,2014-06-26,UK Investing
2749,Monitise: Turkish Airlines Launches New Generation of Mobile Services By Business Wire,2014-11-06,UK Investing
2750,POSSIBLE and EPiServer Broaden Relationship to Service Clients in Global Markets By Business Wire,2014-07-21,UK Investing
2751,SHIRE SHAREHOLDER ALERT: Former SEC Attorney Willie Briscoe and Powers Taylor LLP Believe the Buyout of Shire by AbbVie May be Unfair to Shareholders By Business Wire,2014-07-18,UK Investing
2752,UK Govt Backs Geomerics to Revolutionize the Movie Industry By Business Wire,2014-07-10,UK Investing
2753,XLMedia PLC (“XLMedia” or “the Group” or “the Company”) Trading Update By Business Wire,2014-07-17,UK Investing
2754,Abu Dhabi Regulator Calls for International Cryptocurrency Regulation Effort By Cointelegraph,1970-01-01,UK Investing
2755,Accenture Works With Thailand’s Oldest Bank to Release Blockchain Supply Chain Tool By Cointelegraph,1970-01-01,UK Investing
2756,Armenian PM Attends Launch of Mining Farm Claiming to Be One of ‘World's Largest' By Cointelegraph,1970-01-01,UK Investing
2757,Australian Financial Regulator Issues Warning on ‘Misleading’ ICOs By Cointelegraph,1970-01-01,UK Investing
2758,Australian Regulator Hints at Increased Crypto Exchange and ICO Scrutiny By Cointelegraph,1970-01-01,UK Investing
2759,Austrian Blockchain Center for Multidisciplinary Research Established in Vienna By Cointelegraph,2018-12-01,UK Investing
2760,Bahrain Finance Training Institute Launches ‘Blockchain Academy’ By Cointelegraph,2018-11-27,UK Investing
2761,Bahrain: Government Official Hails Blockchain as ‘True Mark Of Progress’ By Cointelegraph,1970-01-01,UK Investing
2762,Belarus adopts crypto-currency law to woo foreign investors By Reuters,2017-12-22,UK Investing
2763,Belarus: High Tech Park Releases ‘Complete Legal Regulations’ for Cryptocurrencies By Cointelegraph,2018-11-30,UK Investing
2764,"Beware of Bitcoin, Austrian Regulator Tells Banks Amid Clampdown By Bloomberg",2018-03-05,UK Investing
2765,"Binance Signs Up 40,000 Crypto Traders in Its First Week in Uganda By CoinDesk",2018-11-01,UK Investing
2766,Bitcoin at 2-Month High After South Korea Regulator Reshuffle By Investing.com,2018-07-23,UK Investing
2767,"Bitcoin Climbs Above 7,501.9 Level, Up 9.63% By Investing.com",2019-05-12,UK Investing
2768,"Bitcoin Climbs, Finding Floor After Worst Selloff Since 2015 By Bloomberg",2017-12-23,UK Investing
2769,Bitcoin Drops After Binance Hack By Investing.com,2019-05-08,UK Investing
2770,Bitcoin Edges Higher; Hong Kong’s SFC to Keep Close Watch on Crypto  By Investing.com,2018-06-28,UK Investing
2771,Bitcoin Extends Bear Market Plunge Amid Crypto Bloodbath By Investing.com,2017-12-22,UK Investing
2772,Bitcoin Falls Off a Cliff Again as Cryptocurrency Slump Deepens By Bloomberg,2018-09-06,UK Investing
2773,Bitcoin Flat; Japan Tightens Registration Process for Crypto Exchanges By Investing.com,2018-09-03,UK Investing
2774,Bitcoin Gains Despite BOJ Comes Up with Negative Q&amp;A By Investing.com,2018-04-03,UK Investing
2775,"Bitcoin Hits Fresh Record above $11,700 By Investing.com",2017-12-03,UK Investing
2776,"Bitcoin hits record high after smashing through $8,000 for first time By Reuters",2017-11-20,UK Investing
2777,Bitcoin Newbies Are Getting Crushed as Old Timers Pledge to HODL By Bloomberg,2018-02-02,UK Investing
2778,Bitcoin Prices Fall Even After Switzerland Approves World’s First Crypto ETF By Investing.com,2018-11-19,UK Investing
2779,Bitcoin Prices See Relief; Nasdaq Chief Bullish on Crypto  By Investing.com,2018-05-10,UK Investing
2780,Bitcoin Prices Slip; U.K. to Launch Cryptocurrency Task Force By Investing.com,2018-03-22,UK Investing
2781,"Bitcoin Pushes Higher, Ethereum Hits Fresh Record By Investing.com",2017-12-14,UK Investing
2782,Bitcoin Rebounds; French Regulator Blacklists 15 Cryoto Websites By Investing.com,2018-03-16,UK Investing
2783,Bitcoin Rises Against Red Market By Investing.com,2019-05-10,UK Investing
2784,"Bitcoin Rises as Thailand, Malta, Pass Crypto Regulation Bills By Investing.com",2018-07-05,UK Investing
2785,"Bitcoin Rises Back Above $4,000 Level By Investing.com",2017-09-27,UK Investing
2786,Bitcoin Risks Snapping Six-Week Winning Streak as Technicals Signal Overbought By Investing.com,2019-05-17,UK Investing
2787,"Bitcoin Sets New Record, Nears $10,000 Milestone  By Investing.com",2017-11-27,UK Investing
2788,Bitcoin Slips; South Korea to Categorise Crypto Exchanges as Legal Entities By Investing.com,2018-07-06,UK Investing
2789,Bitcoin Struggles to Gain Ground as U.S. Regulator Targets Exchanges By Investing.com,2018-04-18,UK Investing
2790,Bitcoin Surges as Switzerland Helps Crypto Companies Open Bank Accounts   By Investing.com,2018-09-21,UK Investing
2791,Bitcoin Tumbles; Philippines Central Bank Approves Two Cryptocurrency Exchanges  By Investing.com,2018-07-11,UK Investing
2792,Blockchain Island Dream Is ‘Calculated Risk’ Says Malta Leader By Bloomberg,2018-09-10,UK Investing
2793,Blockchain Travel Service to Offer Hotels 20 Percent Cheaper Than on Booking.com or AirBnb By Cointelegraph,2019-01-05,UK Investing
2794,"Blockchain Trust Company Paxos Launches NY Regulator-Approved, USD-Backed Stablecoin By Cointelegraph",1970-01-01,UK Investing
2795,"BofA Tops IBM, Payments Firms With Most Blockchain Patents By Bloomberg",2018-01-16,UK Investing
2796,Canadian Bitcoin Fund Receives Status as Mutual Fund Trust By Cointelegraph,1970-01-01,UK Investing
2797,Cardano Jumps 20.06% In Rally By Investing.com,2019-04-03,UK Investing
2798,Civic CEO: Bitcoin to Trade Range-Bound for ‘Three to Six Months’ By Cointelegraph,2018-11-27,UK Investing
2799,Coal Into Bitcoin? Dirty Secret of 2017's Hottest Market By Bloomberg,2017-12-15,UK Investing
2800,Comic: Bitcoin Is Back from The Dead! Is This The Start Of The Next Bull Run?   By Investing.com,2019-05-16,UK Investing
2801,Construction of Morocco’s 36 Megawatt Bitcoin Mining Farm to Start in January 2019 By Cointelegraph,1970-01-01,UK Investing
2802,Crypto Exchange Bittrex Invests 10 Percent Stake in Malta-Based Blockchain Firm Palladium By Cointelegraph,1970-01-01,UK Investing
2803,Crypto Market Recovers as SEC Launches Meetups with Sector By Investing.com,2019-03-12,UK Investing
2804,Crypto Mixed; India Mulls Ban on Crypto By Investing.com,2019-04-26,UK Investing
2805,Crypto Prices Advance; Ripple to Open Offices in Middle East By Investing.com,2018-11-05,UK Investing
2806,Crypto Prices Plunge as Microsoft Bing Bans Ads  By Investing.com,2018-05-16,UK Investing
2807,Crypto Prices Slump After Japan's Regulator Issues Warnings To Binance  By Investing.com,2018-03-23,UK Investing
2808,Cryptocurrencies’ Prices Rise; Malta Supports Digital Coins By Investing.com,2018-04-24,UK Investing
2809,Cryptocurrencies’ Prices Rise; U.S. Fed Official Criticises Bitcoin By Investing.com,2018-04-23,UK Investing
2810,"Cryptocurrencies Slip as Bitcoin Holds $6,500 By Investing.com",2018-10-23,UK Investing
2811,Cryptos Continue to Fall as SEC Warns Against “Unlawful” Exchanges By Investing.com,2018-03-08,UK Investing
2812,"Cryptos Ease Back, Still Lower Amid Google Ban, Regulation Talk By Investing.com",2018-03-15,UK Investing
2813,"Cyprus Court Withdraws Money Laundering, Fraud Lawsuit Against Alleged BTC-e Operator By Cointelegraph",2018-11-28,UK Investing
2814,Deltec Chairman Says Tether Letter on Bank Relationship Is 'Authentic' By CoinDesk,2018-11-05,UK Investing
2815,EOS Climbs 10.39% In Bullish Trade By Investing.com,2019-04-03,UK Investing
2816,"EOS Climbs Above 4.3055 Level, Up 1.06% By Investing.com",2019-03-30,UK Investing
2817,Estonia: Amendments to Anti-Money-Laundering Regulations Will Tighten Crypto Regulation By Cointelegraph,2018-12-01,UK Investing
2818,FATF to Publish First Rules for Crypto Regulation Next Year By Investing.com,2018-10-22,UK Investing
2819,Final Draft of ICO Legislation Could Signify Next Step for Philippines Fintech Sector By Cointelegraph,1970-01-01,UK Investing
2820,FOIN Falls 25.31% In Bearish Trade By Investing.com,2019-05-18,UK Investing
2821,Four More ICOs Hit with Cease-and-Desists by Colorado Securities Regulator By CoinDesk,2018-11-21,UK Investing
2822,"French Regulators, Central Bank Distance Themselves From Tobacconists’ BTC Retail Plans By Cointelegraph",2018-11-26,UK Investing
2823,From Kazakhstan to Uzbekistan: How Cryptocurrencies Are Regulated in Central Asia By Cointelegraph,1970-01-01,UK Investing
2824,From Malta to Prague: What Is the Most Crypto-Friendly Travel Destination? By Cointelegraph,1970-01-01,UK Investing
2825,From Qatar to Palestine: How Cryptocurrencies Are Regulated in the Middle East By Cointelegraph,1970-01-01,UK Investing
2826,Gazprombank Switzerland to Launch Crypto Services Next Year By Cointelegraph,2018-12-06,UK Investing
2827,"Get Set for Petro, Venezuela's Crypto Answer to Bitcoin By Bloomberg",2017-12-29,UK Investing
2828,"Hong Kong regulator, banks launch blockchain-based trade finance platform By Reuters",2018-07-17,UK Investing
2829,How Venezuela Came to Be One of the Biggest Markets for Crypto in the World By Cointelegraph,1970-01-01,UK Investing
2830,"Iceland’s Industry to Shift From Crypto Mining to ‘Pure Blockchain Business,’ Insiders Say By Cointelegraph",1970-01-01,UK Investing
2831,"India Sends Officials to US, Japan and Switzerland to Study Cryptocurrency and ICOs By Cointelegraph",1970-01-01,UK Investing
2832,Inside Chilean Power Battle: Crypto Exchanges vs. State Banks By Cointelegraph,2018-12-06,UK Investing
2833,Jamie Dimon and Warren Buffett Have the Last Laugh on Bitcoin By Bloomberg,2018-11-21,UK Investing
2834,Japan’s Financial Regulator Enhances Risk Screening Process for Crypto Exchanges By Cointelegraph,1970-01-01,UK Investing
2835,Japan's Financial Regulator Mulls Cap on Cryptocurrency Margin Trading By CoinDesk,2018-10-25,UK Investing
2836,Japan’s Financial Regulator to Introduce New ICO Regulations By Cointelegraph,2018-12-02,UK Investing
2837,Kenyan Gov’t to Use Blockchain in New Affordable Housing Project By Cointelegraph,1970-01-01,UK Investing
2838,Litecoin Falls 10.25% In Bearish Trade By Investing.com,2019-04-24,UK Investing
2839,"Malta, Italy Issue Joint Warning Over Potential Unlicensed Cryptocurrency Exchange By Cointelegraph",2018-12-06,UK Investing
2840,Malta Stock Exchange Signs MOU with Binance to Launch Security Tokens Trading Platform By Cointelegraph,1970-01-01,UK Investing
2841,Norway Announces End to Power Tax Subsidy for Bitcoin Miners By CoinDesk,2018-11-22,UK Investing
2842,Norway Ends Power Tax Subsidy for Bitcoin Miners By CoinDesk,2018-11-22,UK Investing
2843,Poland’s Top Bank to Launch Blockchain Platform for Document Management Within ‘Days’ By Cointelegraph,1970-01-01,UK Investing
2844,Report: Bitfinex Shifts Its Banking Business to Hong Kong-Based Bank of Communications By Cointelegraph,1970-01-01,UK Investing
2845,Report: Crypto ATM Market Expected to Grow to $144.5 Million by 2023 By Cointelegraph,1970-01-01,UK Investing
2846,Report: North Korea-Sponsored Hacks Comprise 65 Percent of Total Crypto Stolen By Cointelegraph,1970-01-01,UK Investing
2847,Reuters: Brazil’s Antitrust Agency Launches Probe Into Major Banks Regarding Crypto Trade By Cointelegraph,1970-01-01,UK Investing
2848,Rwanda Starts Tracking Conflict Metal Tantalum With Blockchain By CoinDesk,1970-01-01,UK Investing
2849,Rwandan Government to Use Blockchain Tech to Track Conflict Metal Tantalum By Cointelegraph,1970-01-01,UK Investing
2850,Singapore Power Unveils Blockchain Market for Renewable Energy Trading By CoinDesk,2018-10-29,UK Investing
2851,South Korea yet to decide on cryptocurrency market regulation - senior official By Reuters,2018-02-27,UK Investing
2852,Strategist Who Called Bitcoin Crash Says It's Time to Buy Crypto By Bloomberg,2019-05-03,UK Investing
2853,"Swiss Blockchain Company Gains Regulator Approval, Seeks Banking License in 2019 By Cointelegraph",1970-01-01,UK Investing
2854,Swiss Regulator’s ‘Relaxed’ Fintech License Covers Blockchain Firms By CoinDesk,2018-12-04,UK Investing
2855,Switzerland to Exchange Blockchain Regulatory Experience With Israel By Cointelegraph,1970-01-01,UK Investing
2856,Taiwan Hospital Launches Blockchain Platform to Improve Medical Record-Keeping By Cointelegraph,1970-01-01,UK Investing
2857,Tech Giants Can't Beat Inner Mongolian Bitcoin Machines: Gadfly By Bloomberg,2017-11-22,UK Investing
2858,Thai Securities Regulator Considers Various STO Classifications for Regulatory Framework By Cointelegraph,2018-12-01,UK Investing
2859,Thailand Government Trials Blockchain in Fight Against Tax Fraud By CoinDesk,2018-12-03,UK Investing
2860,Thailand’s Revenue Department Tests Blockchain for Tracking Value-Added Tax Payments By Cointelegraph,2018-12-03,UK Investing
2861,Thailand’s Revenue Departments Tests Blockchain for Tracking Value-Added Tax Payments By Cointelegraph,2018-12-03,UK Investing
2862,Ukrainian Parliament Proposes Tax Bill for Digital Currencies By Cointelegraph,1970-01-01,UK Investing
2863,University of California Researchers Propose Blockchain System for Clinical Data By Cointelegraph,2019-02-22,UK Investing
2864,US: Blockchain Security Co. BitGo Gets Regulator's Green Light to Become Crypto Custodian By Cointelegraph,1970-01-01,UK Investing
2865,"US Commodities Regulator CFTC Issues Smart Contracts Primer, Outlines Benefits and Risks By Cointelegraph",2018-11-28,UK Investing
2866,"US Regulator Acts Against Crypto Firm Falsely Claiming to Represent Coinbase, Cointelegraph By Cointelegraph",1970-01-01,UK Investing
2867,Uzbekistan Creates State Blockchain Development Fund By Cointelegraph,1970-01-01,UK Investing
